Title: Depleted MORB Mantle of Workmann & Hart 2005

System Thermodynamic Data:
Pressure Temperature mass F phi S H V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
44001.00 1536.29 100.138999 0.0023243708932217 0.002364 263.175669 -1134101.409813 30.413324 125.902140 -20.073409 1508.366764 -7.123 -7.123 3.236888 3.292735 -0.526 0 0.000
43901.00 1536.06 100.138999 0.0022985383386467 0.002339 263.175669 -1134405.553102 30.415335 125.908867 -20.079609 1508.321019 -7.131 -7.131 3.235599 3.292518 -0.524 0 0.000
43801.00 1535.84 100.138999 0.0022731872568579 0.002314 263.175669 -1134709.716513 30.417348 125.915612 -20.085837 1508.275024 -7.138 -7.138 3.234310 3.292302 -0.522 0 0.000
43701.00 1535.61 100.138999 0.0022483178694405 0.002289 263.175669 -1135013.900072 30.419364 125.922374 -20.092093 1508.228783 -7.145 -7.145 3.233022 3.292084 -0.521 0 0.000
43601.00 1535.38 100.138999 0.0022239304621477 0.002265 263.175669 -1135318.103805 30.421383 125.929154 -20.098378 1508.182304 -7.153 -7.153 3.231734 3.291867 -0.519 0 0.000
43501.00 1535.16 100.138999 0.0022000253891405 0.002242 263.175669 -1135622.327740 30.423405 125.935951 -20.104690 1508.135594 -7.160 -7.160 3.230447 3.291649 -0.517 0 0.000
43401.00 1534.93 100.138999 0.0021766030713610 0.002218 263.175669 -1135926.571906 30.425429 125.942765 -20.111032 1508.088658 -7.167 -7.167 3.229161 3.291431 -0.516 0 0.000
43301.00 1534.70 100.138999 0.0021536639972622 0.002196 263.175669 -1136230.836329 30.427456 125.949597 -20.117402 1508.041504 -7.174 -7.174 3.227875 3.291213 -0.514 0 0.000
43201.00 1534.47 100.138999 0.0021312087231796 0.002174 263.175669 -1136535.121038 30.429486 125.956447 -20.123801 1507.994138 -7.181 -7.181 3.226589 3.290994 -0.512 0 0.000
43101.00 1534.24 100.138999 0.0021092378736700 0.002152 263.175669 -1136839.426062 30.431519 125.963314 -20.130230 1507.946568 -7.188 -7.188 3.225305 3.290775 -0.510 0 0.000
43001.00 1534.02 100.138999 0.0020877521419551 0.002131 263.175669 -1137143.751431 30.433555 125.970199 -20.136689 1507.898799 -7.195 -7.195 3.224020 3.290556 -0.508 0 0.000
