Title: Depleted MORB Mantle of Workmann & Hart 2005

liquid_0 thermodynamic data and composition:
Pressure Temperature mass S H V Cp viscosity SiO2 TiO2 Al2O3 Fe2O3 Cr2O3 FeO MnO MgO NiO CaO Na2O
44001.00 1540.90 0.375743 1.137444 -3435.559301 0.115821 0.581296 -0.538 40.4166 1.68508 1.43717 0.45605 0.725386 17.1883 0.184498 24.8678 0.121844 3.48947 9.42782
43901.00 1540.68 0.372891 1.128821 -3411.526161 0.114988 0.576931 -0.537 40.4232 1.68546 1.45959 0.455526 0.726723 17.1637 0.18411 24.8466 0.121558 3.49512 9.43842
43801.00 1540.45 0.370092 1.120358 -3387.960948 0.114170 0.572649 -0.535 40.4297 1.68581 1.48231 0.455009 0.728038 17.1391 0.183717 24.8254 0.121268 3.50082 9.44881
43701.00 1540.23 0.367347 1.112057 -3364.864596 0.113368 0.568449 -0.533 40.4362 1.68613 1.50532 0.454501 0.72933 17.1145 0.183319 24.8041 0.120976 3.50658 9.45898
43601.00 1540.00 0.364656 1.103918 -3342.238118 0.112582 0.564332 -0.532 40.4427 1.68643 1.52862 0.454 0.730598 17.0899 0.182916 24.7828 0.12068 3.51241 9.46894
43501.00 1539.77 0.362019 1.095941 -3320.082590 0.111812 0.560298 -0.530 40.4492 1.68669 1.55222 0.453508 0.731842 17.0652 0.182507 24.7615 0.12038 3.51829 9.47868
43401.00 1539.55 0.359436 1.088125 -3298.399167 0.111058 0.556346 -0.528 40.4556 1.68692 1.57612 0.453023 0.733062 17.0405 0.182094 24.7401 0.120077 3.52424 9.4882
43301.00 1539.32 0.356906 1.080471 -3277.189081 0.110320 0.552478 -0.526 40.462 1.68713 1.60032 0.452545 0.734258 17.0158 0.181674 24.7187 0.119771 3.53025 9.4975
43201.00 1539.09 0.354431 1.072979 -3256.453629 0.109598 0.548692 -0.525 40.4684 1.6873 1.62483 0.452076 0.735428 16.9911 0.18125 24.6973 0.119462 3.53632 9.50658
43101.00 1538.86 0.352009 1.065650 -3236.194194 0.108893 0.544990 -0.523 40.4747 1.68745 1.64964 0.451615 0.736574 16.9663 0.18082 24.6758 0.119149 3.54246 9.51543
43001.00 1538.64 0.349642 1.058484 -3216.412228 0.108203 0.541371 -0.521 40.481 1.68756 1.67475 0.451161 0.737694 16.9416 0.180385 24.6543 0.118833 3.54866 9.52406
42901.00 1538.41 0.347328 1.051480 -3197.109264 0.107530 0.537835 -0.519 40.4873 1.68764 1.70017 0.450715 0.738787 16.9168 0.179944 24.6328 0.118514 3.55492 9.53246
42801.00 1538.18 0.345069 1.044639 -3178.286907 0.106873 0.534383 -0.518 40.4935 1.6877 1.72591 0.450278 0.739855 16.892 0.179498 24.6112 0.118191 3.56125 9.54063
42701.00 1537.95 0.342864 1.037962 -3159.946846 0.106232 0.531015 -0.516 40.4997 1.68772 1.75195 0.449848 0.740896 16.8672 0.179047 24.5896 0.117865 3.56765 9.54857
42601.00 1537.72 0.340714 1.031449 -3142.090847 0.105608 0.527730 -0.514 40.5059 1.68771 1.77831 0.449426 0.74191 16.8424 0.17859 24.5679 0.117535 3.57411 9.55627
42501.00 1537.49 0.338618 1.025100 -3124.720754 0.105000 0.524530 -0.512 40.512 1.68766 1.80499 0.449012 0.742896 16.8175 0.178128 24.5462 0.117203 3.58064 9.56374
42401.00 1537.26 0.336577 1.018915 -3107.838494 0.104408 0.521413 -0.510 40.5181 1.68759 1.83198 0.448605 0.743855 16.7927 0.177661 24.5244 0.116867 3.58724 9.57097
42301.00 1537.03 0.334591 1.012895 -3091.446076 0.103833 0.518382 -0.509 40.5242 1.68748 1.85929 0.448207 0.744786 16.7678 0.177189 24.5027 0.116527 3.59391 9.57797
42201.00 1536.79 0.332659 1.007040 -3075.545590 0.103274 0.515435 -0.507 40.5303 1.68734 1.88692 0.447817 0.745688 16.7429 0.176711 24.4808 0.116184 3.60065 9.58472
42101.00 1536.56 0.330783 1.001351 -3060.139209 0.102733 0.512573 -0.505 40.5363 1.68717 1.91488 0.447434 0.746562 16.7179 0.176227 24.459 0.115838 3.60746 9.59124
42001.00 1536.33 0.328962 0.995828 -3045.229191 0.102207 0.509796 -0.503 40.5423 1.68697 1.94315 0.44706 0.747406 16.693 0.175739 24.4371 0.115489 3.61434 9.59751
41901.00 1536.10 0.327196 0.990472 -3030.817878 0.101699 0.507104 -0.501 40.5482 1.68673 1.97176 0.446694 0.748221 16.6681 0.175245 24.4151 0.115137 3.62129 9.60353
41801.00 1535.86 0.325486 0.985283 -3016.907703 0.101207 0.504499 -0.499 40.5541 1.68646 2.00069 0.446335 0.749006 16.6431 0.174746 24.3931 0.114781 3.62832 9.60931
41701.00 1535.63 0.323831 0.980262 -3003.501177 0.100733 0.501979 -0.497 40.56 1.68615 2.02994 0.445984 0.74976 16.6181 0.174242 24.3711 0.114421 3.63541 9.61484
41601.00 1535.40 0.322232 0.975409 -2990.600908 0.100275 0.499546 -0.495 40.5659 1.68582 2.05953 0.445642 0.750484 16.5931 0.173733 24.3491 0.114059 3.64259 9.62012
41501.00 1535.16 0.320690 0.970725 -2978.209588 0.099835 0.497199 -0.493 40.5717 1.68544 2.08945 0.445307 0.751177 16.568 0.173218 24.3269 0.113693 3.64983 9.62515
41401.00 1534.93 0.319203 0.966210 -2966.330002 0.099411 0.494940 -0.491 40.5775 1.68504 2.1197 0.444981 0.751838 16.543 0.172698 24.3048 0.113324 3.65716 9.62992
